label,x,y,z,buried
7 46,613043.8736842106,6651387.747368421,127.101746,0
7 47,613044.7642105264,6651388.208421052,127.108315,0
7 48,613045.6547368421,6651388.669473684,127.13919,0
7 49,613046.5452631579,6651389.130526315,127.18053,0
7 50,613047.4357894737,6651389.591578947,127.20206,0
7 51,613048.3263157895,6651390.052631578,127.20206,0
7 52,613049.2168421053,6651390.51368421,127.2277,0
7 53,613050.107368421,6651390.974736842,127.29008,0
7 54,613050.9978947368,6651391.435789473,127.37179,0
7 55,613051.8884210527,6651391.896842105,127.422874,0
7 56,613052.7789473685,6651392.357894736,127.51458,0
7 57,613053.6694736843,6651392.818947368,127.567406,0
7 58,613054.56,6651393.28,127.64427,0
7 59,613055.4505263158,6651393.741052631,127.71406,0
7 60,613056.3410526316,6651394.202105263,127.73964,0
7 61,613057.2315789474,6651394.663157894,127.805824,0
7 62,613058.1221052632,6651395.124210526,127.85698,0
7 63,613059.012631579,6651395.585263158,127.86674,0
7 64,613059.9031578947,6651396.046315789,127.92139,0
7 65,613060.7936842105,6651396.507368421,127.8737,0
7 66,613061.6842105263,6651396.968421052,127.91666,0
7 67,613062.5747368422,6651397.429473684,127.964195,0
7 68,613063.465263158,6651397.890526315,127.94964,0
7 69,613064.3557894737,6651398.351578947,127.98896,0
7 70,613065.2463157895,6651398.812631579,128.02408,0
7 71,613066.1368421053,6651399.27368421,127.98419,0
7 72,613067.0273684211,6651399.734736842,128.03325,0
7 73,613067.9178947369,6651400.195789473,127.97661,0
7 74,613068.8084210526,6651400.656842105,127.999405,0
7 75,613069.6989473684,6651401.117894737,128.03828,0
7 76,613070.5894736842,6651401.578947368,127.99249,0
7 77,613071.48,6651402.04,128.03131,0
7 78,613072.3705263158,6651402.501052631,128.07263,0
7 79,613073.2610526317,6651402.962105263,128.01175,0
7 80,613074.1515789474,6651403.423157895,128.06538,0
7 81,613075.0421052632,6651403.884210526,128.03876,0
7 82,613075.932631579,6651404.345263158,128.0807,0
7 83,613076.8231578948,6651404.806315789,128.12782,0
7 84,613077.7136842106,6651405.267368421,128.10701,0
7 85,613078.6042105263,6651405.728421053,128.14546,0
7 86,613079.4947368421,6651406.189473684,128.19592,0
7 87,613080.3852631579,6651406.650526316,128.1744,0
7 88,613081.2757894737,6651407.111578947,128.2129,0
7 89,613082.1663157895,6651407.572631579,128.19662,0
7 90,613083.0568421052,6651408.03368421,128.24142,0
7 91,613083.9473684211,6651408.494736842,128.28302,0
7 92,613084.8378947369,6651408.955789474,128.24443,0
7 93,613085.7284210527,6651409.416842105,128.24443,0
7 94,613086.6189473685,6651409.877894737,128.19975,0
7 95,613087.5094736842,6651410.338947368,128.24902,0
7 96,613088.4,6651410.8,128.28262,0
8 1,612859.8,6651333.1,120.164085,0
8 2,612864.75,6651334.066666666,119.541016,0
8 3,612869.7000000001,6651335.033333333,119.73914,0
8 4,612874.65,6651336.0,119.84092,0
8 5,612879.6000000001,6651336.966666667,119.85689,0
8 6,612884.55,6651337.933333333,120.106064,0
8 7,612889.5,6651338.899999999,120.725204,0
8 8,612894.4500000001,6651339.866666666,121.14699,0
8 9,612899.4,6651340.833333333,121.545845,0
8 10,612904.35,6651341.8,121.78795,0
8 11,612909.3,6651342.766666667,122.11724,0
8 12,612914.25,6651343.733333333,122.44473,0
8 13,612919.2,6651344.699999999,122.723,0
8 14,612924.15,6651345.666666666,122.99073,0
8 15,612929.1,6651346.633333333,123.31196,0
8 16,612934.05,6651347.6,123.52651,0
8 17,612939.0,6651348.566666666,123.590866,0
8 18,612943.95,6651349.533333333,123.66305,0
8 19,612948.9,6651350.5,123.79446,0
8 20,612953.85,6651351.466666667,124.05902,0
8 21,612958.8,6651352.433333334,124.35093,0
8 22,612963.75,6651353.399999999,124.60064,0
8 23,612968.7,6651354.366666666,124.92207,0
8 24,612973.65,6651355.333333333,125.09877,0
8 25,612978.6,6651356.3,125.1483,0
8 26,612982.9976923077,6651358.569230769,125.27832,0
8 27,612987.3953846154,6651360.838461538,125.37502,0
8 28,612991.793076923,6651363.107692308,125.456184,0
8 29,612996.1907692307,6651365.376923077,125.48279,0
8 30,613000.5884615384,6651367.646153846,125.50471,0
8 31,613004.9861538461,6651369.915384615,125.617775,0
8 32,613009.3838461539,6651372.184615385,126.008606,0
8 33,613013.7815384616,6651374.453846154,126.29717,0
8 34,613018.1792307692,6651376.723076923,126.381195,0
8 35,613022.5769230769,6651378.992307692,126.492004,0
8 36,613026.9746153846,6651381.261538462,126.60701,0
8 37,613031.3723076923,6651383.530769231,126.73466,0
8 38,613035.77,6651385.8,126.90094,0
8 39,613040.1676923076,6651388.069230769,127.022995,0
8 40,613044.5653846153,6651390.338461538,127.08708,0
8 41,613048.963076923,6651392.607692308,127.197136,0
8 42,613053.3607692308,6651394.876923077,127.50823,0
8 43,613057.7584615385,6651397.146153846,127.75414,0
8 44,613062.1561538462,6651399.415384615,127.82745,0
8 45,613066.5538461538,6651401.684615385,127.859695,0
8 46,613070.9515384615,6651403.953846154,127.88174,0
8 47,613075.3492307692,6651406.223076923,127.94614,0
8 48,613079.7469230769,6651408.492307692,128.00984,0
8 49,613084.1446153846,6651410.761538462,128.03943,0
8 50,613088.5423076923,6651413.030769231,128.17072,0
8 51,613092.94,6651415.3,128.19025,0
8 52,613097.3376923077,6651417.569230769,128.15567,0
8 53,613101.7353846154,6651419.838461538,127.99117,0
8 54,613106.1330769231,6651422.107692308,127.83751,0
8 55,613110.5307692308,6651424.376923077,127.97539,0
8 56,613114.9284615384,6651426.646153846,128.11047,0
8 57,613119.3261538461,6651428.915384615,128.34346,0
8 58,613123.7238461538,6651431.184615385,128.54953,0
8 59,613128.1215384615,6651433.453846154,128.74316,0
8 60,613132.5192307692,6651435.723076923,129.04927,0
8 61,613136.916923077,6651437.992307692,129.3986,0
8 62,613141.3146153846,6651440.261538462,129.64217,0
8 63,613145.7123076923,6651442.530769231,129.83293,0
8 64,613150.11,6651444.8,130.02043,0
9 1,613176.105,6651047.18,138.3285,0
9 2,613176.9792105263,6651046.692915789,138.3331,0
9 3,613177.8534210526,6651046.205831579,138.3331,0
9 4,613178.7276315789,6651045.718747368,138.40652,0
9 5,613179.6018421053,6651045.231663157,138.40259,0
9 6,613180.4760526315,6651044.744578947,138.41264,0
9 7,613181.3502631579,6651044.257494736,138.45802,0
9 8,613182.2244736842,6651043.770410526,138.45743,0
9 9,613183.0986842106,6651043.283326316,138.45694,0
9 10,613183.9728947368,6651042.796242105,138.46191,0
9 11,613184.8471052632,6651042.309157894,138.47285,0
9 12,613185.7213157895,6651041.822073684,138.47939,0
9 13,613186.5955263157,6651041.334989473,138.58313,0
9 14,613187.4697368421,6651040.847905263,138.58313,0
9 15,613188.3439473684,6651040.360821052,138.69994,0
9 16,613189.2181578947,6651039.873736842,138.67834,0
9 17,613190.092368421,6651039.386652632,138.78262,0
9 18,613190.9665789474,6651038.899568421,138.87318,0
9 19,613191.8407894737,6651038.41248421,138.84349,0
9 20,613192.715,6651037.9254,138.96634,0
9 21,613193.5892105263,6651037.438315789,138.9088,0
9 22,613194.4634210527,6651036.951231578,139.02155,0
9 23,613195.3376315789,6651036.464147368,139.01149,0
9 24,613196.2118421053,6651035.977063158,139.139,0
9 25,613197.0860526316,6651035.489978947,139.12032,0
9 26,613197.9602631578,6651035.002894737,139.28447,0
9 27,613198.8344736842,6651034.515810526,139.41829,0
9 28,613199.7086842105,6651034.028726315,139.38283,0
9 29,613200.5828947368,6651033.541642105,139.46559,0
9 30,613201.4571052631,6651033.054557894,139.3872,0
9 31,613202.3313157895,6651032.5674736835,139.44453,0
9 32,613203.2055263158,6651032.080389474,139.44453,0
9 33,613204.0797368421,6651031.593305263,139.49315,0
9 34,613204.9539473684,6651031.106221052,139.56973,0
9 35,613205.8281578948,6651030.619136842,139.48071,0
9 36,613206.702368421,6651030.132052631,139.50609,0
9 37,613207.5765789474,6651029.644968421,139.50609,0
9 38,613208.4507894737,6651029.15788421,139.5368,0
9 39,613209.325,6651028.6707999995,139.56326,0
9 40,613210.1992105263,6651028.18371579,139.57831,0
9 41,613211.0734210527,6651027.696631579,139.5893,0
9 42,613211.9476315789,6651027.209547368,139.68132,0
9 43,613212.8218421052,6651026.722463158,139.59355,0
9 44,613213.6960526316,6651026.235378947,139.6792,0
9 45,613214.570263158,6651025.748294736,139.66612,0
9 46,613215.4444736842,6651025.261210526,139.77118,0
9 47,613216.3186842105,6651024.7741263155,139.7885,0
9 48,613217.1928947369,6651024.287042105,139.88092,0
9 49,613218.0671052631,6651023.799957895,139.76056,0
9 50,613218.9413157895,6651023.312873684,139.73969,0
9 51,613219.8155263158,6651022.825789473,139.78928,0
9 52,613220.6897368421,6651022.338705263,139.73402,0
9 53,613221.5639473684,6651021.851621052,139.7596,0
9 54,613222.4381578948,6651021.364536841,139.70772,0
9 55,613223.3123684211,6651020.8774526315,139.70772,0
9 56,613224.1865789474,6651020.390368421,139.72545,0
9 57,613225.0607894737,6651019.90328421,139.7739,0
9 58,613225.935,6651019.4162,139.74608,0
9 59,613226.8092105263,6651018.929115789,139.77698,0
9 60,613227.6834210526,6651018.442031578,139.77698,0
9 61,613228.557631579,6651017.954947368,139.87544,0
9 62,613229.4318421052,6651017.467863157,139.78525,0
9 63,613230.3060526316,6651016.9807789475,139.85216,0
9 64,613231.1802631579,6651016.493694737,139.90425,0
9 65,613232.0544736842,6651016.006610526,139.79163,0
9 66,613232.9286842105,6651015.519526316,140.0193,0
9 67,613233.8028947369,6651015.032442105,139.87894,0
9 68,613234.6771052632,6651014.545357894,140.01982,0
9 69,613235.5513157895,6651014.058273684,139.92447,0
9 70,613236.4255263158,6651013.571189473,140.00348,0
9 71,613237.2997368422,6651013.0841052625,139.86182,0
9 72,613238.1739473684,6651012.597021053,140.10266,0
9 73,613239.0481578948,6651012.109936842,140.31598,0
9 74,613239.9223684211,6651011.622852631,140.12157,0
9 75,613240.7965789473,6651011.135768421,140.22672,0
9 76,613241.6707894737,6651010.64868421,140.05853,0
9 77,613242.545,6651010.161599999,140.12689,0
9 78,613243.4192105263,6651009.674515789,140.12689,0
9 79,613244.2934210526,6651009.1874315785,140.28212,0
9 80,613245.167631579,6651008.700347368,140.41676,0
9 81,613246.0418421053,6651008.213263158,140.20505,0
9 82,613246.9160526316,6651007.726178947,140.32568,0
9 83,613247.7902631579,6651007.239094736,140.11961,0
9 84,613248.6644736843,6651006.752010526,140.44658,0
9 85,613249.5386842105,6651006.264926315,140.25893,0
9 86,613250.4128947369,6651005.777842105,140.35638,0
9 87,613251.2871052632,6651005.2907578945,140.05814,0
9 88,613252.1613157894,6651004.803673684,140.03392,0
9 89,613253.0355263158,6651004.316589474,140.1995,0
9 90,613253.9097368421,6651003.829505263,140.1923,0
9 91,613254.7839473685,6651003.342421052,140.58717,0
9 92,613255.6581578947,6651002.855336842,140.77898,0
9 93,613256.5323684211,6651002.368252631,140.56226,0
9 94,613257.4065789474,6651001.88116842,140.43173,0
9 95,613258.2807894737,6651001.3940842105,140.47029,0
9 96,613259.155,6651000.907,140.50821,0
10 1,613100.655,6651095.037,138.29607,0
10 2,613101.4931296296,6651094.488259259,138.34439,0
10 3,613102.3312592593,6651093.939518518,138.41917,0
10 4,613103.1693888889,6651093.390777777,138.37755,0
10 5,613104.0075185186,6651092.842037037,138.37541,0
10 6,613104.8456481482,6651092.293296296,138.37372,0
10 7,613105.6837777778,6651091.744555555,138.29683,0
10 8,613106.5219074074,6651091.195814814,138.3447,0
10 9,613107.360037037,6651090.647074074,138.31383,0
10 10,613108.1981666667,6651090.098333333,138.30069,0
10 11,613109.0362962963,6651089.549592592,138.34117,0
10 12,613109.8744259259,6651089.000851852,138.28041,0
10 13,613110.7125555556,6651088.452111111,138.3137,0
10 14,613111.5506851852,6651087.90337037,138.35805,0
10 15,613112.3888148149,6651087.354629629,138.3282,0
10 16,613113.2269444445,6651086.805888888,138.40962,0
10 17,613114.0650740741,6651086.257148148,138.40962,0
10 18,613114.9032037037,6651085.708407408,138.46199,0
10 19,613115.7413333333,6651085.159666667,138.50252,0
10 20,613116.5794629629,6651084.610925926,138.43439,0
10 21,613117.4175925927,6651084.062185185,138.41138,0
10 22,613118.2557222223,6651083.513444444,138.44798,0
10 23,613119.0938518519,6651082.964703703,138.39812,0
10 24,613119.9319814815,6651082.415962962,138.45508,0
10 25,613120.7701111111,6651081.8672222225,138.44536,0
10 26,613121.6082407407,6651081.318481482,138.47429,0
10 27,613122.4463703703,6651080.769740741,138.5081,0
10 28,613123.2845000001,6651080.221,138.60649,0
10 29,613124.1226296297,6651079.672259259,138.59335,0
10 30,613124.9607592593,6651079.123518518,138.50804,0
10 31,613125.7988888889,6651078.574777777,138.55684,0
10 32,613126.6370185185,6651078.026037037,138.4862,0
10 33,613127.4751481481,6651077.4772962965,138.36531,0
10 34,613128.3132777778,6651076.928555556,138.37604,0
10 35,613129.1514074074,6651076.379814815,138.24739,0
10 36,613129.9895370371,6651075.831074074,138.24739,0
10 37,613130.8276666667,6651075.282333333,138.1806,0
10 38,613131.6657962963,6651074.733592592,138.05728,0
10 39,613132.5039259259,6651074.184851852,138.09126,0
10 40,613133.3420555555,6651073.636111111,138.25906,0
10 41,613134.1801851852,6651073.0873703705,138.09737,0
10 42,613135.0183148148,6651072.53862963,138.10056,0
10 43,613135.8564444444,6651071.989888889,138.08186,0
10 44,613136.6945740741,6651071.441148148,138.04327,0
10 45,613137.5327037037,6651070.892407408,138.08429,0
10 46,613138.3708333333,6651070.343666667,138.08038,0
10 47,613139.208962963,6651069.794925926,138.11813,0
10 48,613140.0470925926,6651069.246185185,138.142,0
10 49,613140.8852222222,6651068.6974444445,138.08293,0
10 50,613141.7233518518,6651068.148703704,138.15492,0
10 51,613142.5614814814,6651067.599962963,138.21611,0
10 52,613143.3996111111,6651067.051222223,138.26382,0
10 53,613144.2377407408,6651066.502481482,138.43987,0
10 54,613145.0758703704,6651065.953740741,138.43987,0
10 55,613145.914,6651065.405,138.56944,0
10 56,613146.7649512195,6651064.890707318,138.64293,0
10 57,613147.615902439,6651064.376414634,138.55974,0
10 58,613148.4668536586,6651063.862121952,138.47824,0
10 59,613149.317804878,6651063.347829268,138.47824,0
10 60,613150.1687560976,6651062.833536586,138.36972,0
10 61,613151.0197073171,6651062.319243902,138.25557,0
10 62,613151.8706585366,6651061.80495122,137.96556,0
10 63,613152.7216097561,6651061.290658536,137.90414,0
10 64,613153.5725609756,6651060.776365854,137.90414,0
10 65,613154.4235121951,6651060.262073171,137.85243,0
10 66,613155.2744634146,6651059.747780488,137.83116,0
10 67,613156.1254146341,6651059.233487805,137.7987,0
10 68,613156.9763658537,6651058.719195122,137.81316,0
10 69,613157.8273170731,6651058.204902439,137.81316,0
10 70,613158.6782682927,6651057.690609756,137.84503,0
10 71,613159.5292195121,6651057.176317073,137.99657,0
10 72,613160.3801707317,6651056.662024391,138.0298,0
10 73,613161.2311219512,6651056.147731707,138.04681,0
10 74,613162.0820731707,6651055.633439025,138.20245,0
10 75,613162.9330243903,6651055.119146341,138.0336,0
10 76,613163.7839756097,6651054.604853659,138.19058,0
10 77,613164.6349268293,6651054.0905609755,138.19246,0
10 78,613165.4858780487,6651053.576268293,138.18355,0
10 79,613166.3368292683,6651053.0619756095,138.32567,0
10 80,613167.1877804878,6651052.547682927,138.16516,0
10 81,613168.0387317073,6651052.0333902445,138.29907,0
10 82,613168.8896829268,6651051.519097561,138.29228,0
10 83,613169.7406341463,6651051.0048048785,138.27956,0
10 84,613170.5915853658,6651050.490512195,138.38718,0
10 85,613171.4425365854,6651049.9762195125,138.2767,0
10 86,613172.2934878048,6651049.461926829,138.36649,0
10 87,613173.1444390244,6651048.947634147,138.30367,0
10 88,613173.9953902438,6651048.433341464,138.24887,0
10 89,613174.8463414634,6651047.919048781,138.32997,0
10 90,613175.6972926828,6651047.404756098,138.27203,0
10 91,613176.5482439024,6651046.890463415,138.3285,0
10 92,613177.399195122,6651046.376170732,138.3331,0
10 93,613178.2501463414,6651045.861878049,138.38628,0
10 94,613179.101097561,6651045.347585366,138.40259,0
10 95,613179.9520487804,6651044.833292683,138.45525,0
10 96,613180.803,6651044.319,138.41264,0
11 1,612923.744,6651206.66,133.31194,0
11 2,612927.9558392856,6651203.986178571,133.51584,0
11 3,612932.1676785714,6651201.312357143,133.59322,0
11 4,612936.3795178571,6651198.638535715,133.99214,0
11 5,612940.5913571428,6651195.964714286,134.26898,0
11 6,612944.8031964286,6651193.290892857,134.54463,0
11 7,612949.0150357143,6651190.617071428,135.18303,0
11 8,612953.2268749999,6651187.9432500005,135.84802,0
11 9,612957.4387142856,6651185.269428572,135.9924,0
11 10,612961.6505535714,6651182.595607143,136.27684,0
11 11,612965.8623928571,6651179.921785714,136.41443,0
11 12,612970.0742321428,6651177.247964286,136.58664,0
11 13,612974.2860714286,6651174.574142857,136.5305,0
11 14,612978.4979107142,6651171.900321429,136.11855,0
11 15,612982.7097499999,6651169.2265,136.27281,0
11 16,612986.9215892857,6651166.552678571,136.52379,0
11 17,612991.1334285714,6651163.878857143,136.80685,0
11 18,612995.3452678571,6651161.205035714,137.08275,0
11 19,612999.5571071428,6651158.531214286,137.26929,0
11 20,613003.7689464286,6651155.857392857,137.35983,0
11 21,613007.9807857142,6651153.183571429,137.64526,0
11 22,613012.1926249999,6651150.50975,138.65457,0
11 23,613016.4044642857,6651147.835928571,138.92818,0
11 24,613020.6163035714,6651145.162107143,139.06754,0
11 25,613024.8281428571,6651142.488285715,138.87418,0
11 26,613029.0399821429,6651139.814464286,138.88559,0
11 27,613033.2518214285,6651137.140642857,138.93336,0
11 28,613037.4636607142,6651134.466821428,138.89772,0
11 29,613041.6754999999,6651131.793,138.8883,0
11 30,613045.8873392857,6651129.119178572,138.92104,0
11 31,613050.0991785714,6651126.445357143,138.97795,0
11 32,613054.311017857,6651123.771535714,139.04745,0
11 33,613058.5228571428,6651121.097714285,139.00888,0
11 34,613062.7346964285,6651118.4238928575,138.98903,0
11 35,613066.9465357142,6651115.750071429,138.89075,0
11 36,613071.158375,6651113.07625,138.83861,0
11 37,613075.3702142857,6651110.402428571,138.82634,0
11 38,613079.5820535714,6651107.728607143,138.7578,0
11 39,613083.7938928572,6651105.0547857145,138.51814,0
11 40,613088.0057321428,6651102.380964286,138.41315,0
11 41,613092.2175714285,6651099.707142857,138.32529,0
11 42,613096.4294107142,6651097.033321429,138.4738,0
11 43,613100.64125,6651094.3595,138.37727,0
11 44,613104.8530892857,6651091.685678571,138.37372,0
11 45,613109.0649285713,6651089.011857143,138.34117,0
11 46,613113.2767678571,6651086.338035714,138.40962,0
11 47,613117.4886071428,6651083.664214286,138.41138,0
11 48,613121.7004464285,6651080.990392857,138.47429,0
11 49,613125.9122857143,6651078.316571428,138.42703,0
11 50,613130.124125,6651075.64275,138.24739,0
11 51,613134.3359642857,6651072.968928572,138.09737,0
11 52,613138.5478035713,6651070.295107143,138.1342,0
11 53,613142.7596428571,6651067.621285714,138.21611,0
11 54,613146.9714821428,6651064.947464285,138.64293,0
11 55,613151.1833214285,6651062.273642858,138.25557,0
11 56,613155.3951607143,6651059.599821429,137.83116,0
11 57,613159.607,6651056.926,137.89343,0
11 58,613163.9319565217,6651054.465652174,138.0323,0
11 59,613168.2569130434,6651052.005304348,138.29907,0
11 60,613172.5818695652,6651049.544956522,138.36649,0
11 61,613176.9068260869,6651047.0846086955,138.3285,0
11 62,613181.2317826087,6651044.62426087,138.45802,0
11 63,613185.5567391304,6651042.163913043,138.47939,0
11 64,613189.8816956521,6651039.703565218,138.78262,0
11 65,613194.2066521739,6651037.243217392,138.90668,0
11 66,613198.5316086956,6651034.782869565,139.27208,0
11 67,613202.8565652174,6651032.32252174,139.44453,0
11 68,613207.1815217391,6651029.862173913,139.50609,0
11 69,613211.5064782609,6651027.401826087,139.5893,0
11 70,613215.8314347826,6651024.941478261,139.68306,0
11 71,613220.1563913043,6651022.481130435,139.70743,0
11 72,613224.4813478261,6651020.020782609,139.72545,0
11 73,613228.8063043478,6651017.560434783,139.78525,0
11 74,613233.1312608696,6651015.100086957,139.87894,0
11 75,613237.4562173913,6651012.639739131,140.10266,0
11 76,613241.781173913,6651010.179391305,140.35568,0
11 77,613246.1061304348,6651007.719043478,140.54724,0
11 78,613250.4310869565,6651005.258695653,140.35638,0
11 79,613254.7560434783,6651002.798347826,140.58717,0
11 80,613259.081,6651000.338,140.50821,0
12 1,612971.564,6651008.207,150.82205,0
12 2,612971.7668607595,6651013.198974684,150.60112,0
12 3,612971.969721519,6651018.190949367,150.29703,0
12 4,612972.1725822785,6651023.182924051,150.1178,0
12 5,612972.375443038,6651028.174898734,149.82988,0
12 6,612972.5783037975,6651033.166873418,149.56035,0
12 7,612972.781164557,6651038.158848101,149.37056,0
12 8,612972.9840253164,6651043.150822785,149.06105,0
12 9,612973.186886076,6651048.142797469,148.66418,0
12 10,612973.3897468355,6651053.134772153,148.45607,0
12 11,612973.5926075949,6651058.126746836,148.08925,0
12 12,612973.7954683545,6651063.11872152,147.7817,0
12 13,612973.9983291139,6651068.110696203,146.90286,0
12 14,612974.2011898734,6651073.102670887,146.32558,0
12 15,612974.404050633,6651078.09464557,145.68616,0
12 16,612974.6069113924,6651083.0866202535,145.17111,0
12 17,612974.8097721519,6651088.078594937,144.58682,0
12 18,612975.0126329114,6651093.0705696205,144.14078,0
12 19,612975.2154936709,6651098.062544304,143.51945,0
12 20,612975.4183544304,6651103.054518987,143.03656,0
12 21,612975.6212151899,6651108.046493671,142.81769,0
12 22,612975.8240759494,6651113.038468354,142.52504,0
12 23,612976.0269367088,6651118.030443038,142.38635,0
12 24,612976.2297974684,6651123.022417721,141.88214,0
12 25,612976.4326582279,6651128.014392406,141.53192,0
12 26,612976.6355189873,6651133.006367089,140.96225,0
12 27,612976.8383797469,6651137.998341773,140.28853,0
12 28,612977.0412405063,6651142.990316456,139.9251,0
12 29,612977.2441012658,6651147.98229114,139.57076,0
12 30,612977.4469620254,6651152.974265823,139.16127,0
12 31,612977.6498227848,6651157.966240507,138.59454,0
12 32,612977.8526835443,6651162.95821519,137.77933,0
12 33,612978.0555443038,6651167.950189874,136.92253,0
12 34,612978.2584050633,6651172.942164557,136.05904,0
12 35,612978.4612658228,6651177.9341392405,135.46997,0
12 36,612978.6641265823,6651182.926113924,134.96764,0
12 37,612978.8669873418,6651187.9180886075,134.61333,0
12 38,612979.0698481012,6651192.910063291,134.23265,0
12 39,612979.2727088608,6651197.902037974,134.2152,0
12 40,612979.4755696203,6651202.894012658,134.07054,0
12 41,612979.6784303797,6651207.885987342,133.61308,0
12 42,612979.8812911392,6651212.877962026,133.20834,0
12 43,612980.0841518987,6651217.869936709,132.9398,0
12 44,612980.2870126582,6651222.861911393,132.25711,0
12 45,612980.4898734177,6651227.853886076,130.99081,0
12 46,612980.6927341772,6651232.84586076,130.57358,0
12 47,612980.8955949367,6651237.837835443,129.98776,0
12 48,612981.0984556961,6651242.829810127,129.53564,0
12 49,612981.3013164557,6651247.82178481,128.88606,0
12 50,612981.5041772152,6651252.813759494,128.394,0
12 51,612981.7070379746,6651257.805734177,127.83316,0
12 52,612981.9098987342,6651262.797708861,127.54985,0
12 53,612982.1127594936,6651267.789683544,126.74657,0
12 54,612982.3156202531,6651272.781658228,126.39465,0
12 55,612982.5184810127,6651277.773632911,126.118675,0
12 56,612982.7213417721,6651282.7656075945,125.929436,0
12 57,612982.9242025316,6651287.757582279,126.42567,0
12 58,612983.1270632911,6651292.749556962,126.828735,0
12 59,612983.3299240506,6651297.741531646,126.62372,0
12 60,612983.53278481,6651302.733506329,126.57753,0
12 61,612983.7356455696,6651307.725481013,126.666145,0
12 62,612983.9385063291,6651312.717455696,126.7432,0
12 63,612984.1413670885,6651317.70943038,126.91835,0
12 64,612984.3442278481,6651322.701405063,127.28453,0
12 65,612984.5470886076,6651327.693379747,127.14302,0
12 66,612984.749949367,6651332.68535443,126.67019,0
12 67,612984.9528101266,6651337.677329114,126.329094,0
12 68,612985.155670886,6651342.669303797,125.91099,0
12 69,612985.3585316455,6651347.661278481,125.52536,0
12 70,612985.5613924051,6651352.653253164,125.54087,0
12 71,612985.7642531645,6651357.645227848,125.413315,0
12 72,612985.967113924,6651362.637202531,125.2599,0
12 73,612986.1699746836,6651367.6291772155,125.08612,0
12 74,612986.372835443,6651372.621151899,124.92882,0
12 75,612986.5756962025,6651377.6131265825,124.81083,0
12 76,612986.778556962,6651382.605101266,124.6577,0
12 77,612986.9814177215,6651387.597075949,124.690216,0
12 78,612987.1842784809,6651392.589050633,124.914185,0
12 79,612987.3871392405,6651397.581025316,126.530266,0
12 80,612987.59,6651402.573,125.05545,0
13 1,612976.6,6651127.7,141.47449,0
13 2,612976.6431578947,6651128.697894737,141.53192,0
13 3,612976.6863157895,6651129.695789474,141.51808,0
13 4,612976.7294736842,6651130.693684211,141.0941,0
13 5,612976.772631579,6651131.691578948,141.07925,0
13 6,612976.8157894737,6651132.689473684,141.0399,0
13 7,612976.8589473683,6651133.687368421,140.96225,0
13 8,612976.9021052631,6651134.685263158,140.88435,0
13 9,612976.9452631578,6651135.683157895,140.78226,0
13 10,612976.9884210526,6651136.681052632,140.53175,0
13 11,612977.0315789473,6651137.678947369,140.12024,0
13 12,612977.0747368421,6651138.676842106,140.08531,0
13 13,612977.1178947368,6651139.6747368425,140.01776,0
13 14,612977.1610526316,6651140.672631579,140.01782,0
13 15,612977.2042105263,6651141.670526316,140.01675,0
13 16,612977.247368421,6651142.668421052,139.97707,0
13 17,612977.2905263158,6651143.666315789,139.9251,0
13 18,612977.3336842105,6651144.664210526,139.86195,0
13 19,612977.3768421052,6651145.662105263,139.76039,0
13 20,612977.4199999999,6651146.66,139.71205,0
13 21,612977.4631578947,6651147.657894737,139.64253,0
13 22,612977.5063157894,6651148.655789474,139.57076,0
13 23,612977.5494736842,6651149.653684211,139.50102,0
13 24,612977.5926315789,6651150.651578948,139.43452,0
13 25,612977.6357894737,6651151.649473684,139.30872,0
13 26,612977.6789473684,6651152.647368421,138.97192,0
13 27,612977.7221052632,6651153.645263158,138.90738,0
13 28,612977.7652631579,6651154.643157895,138.80833,0
13 29,612977.8084210526,6651155.641052632,138.74863,0
13 30,612977.8515789474,6651156.638947369,138.6813,0
13 31,612977.894736842,6651157.636842106,138.59454,0
13 32,612977.9378947368,6651158.6347368425,138.52643,0
13 33,612977.9810526315,6651159.632631579,138.21999,0
13 34,612978.0242105263,6651160.630526316,138.05382,0
13 35,612978.067368421,6651161.628421052,137.84584,0
13 36,612978.1105263158,6651162.626315789,137.77933,0
13 37,612978.1536842105,6651163.624210526,137.62299,0
13 38,612978.1968421052,6651164.622105263,137.37442,0
13 39,612978.24,6651165.62,137.13971,0
13 40,612978.2831578947,6651166.617894737,136.98958,0
13 41,612978.3263157895,6651167.615789474,136.6869,0
13 42,612978.3694736842,6651168.613684211,136.50218,0
13 43,612978.4126315789,6651169.611578948,136.37099,0
13 44,612978.4557894736,6651170.609473684,136.25342,0
13 45,612978.4989473684,6651171.607368421,136.11855,0
13 46,612978.5421052631,6651172.605263158,136.05904,0
13 47,612978.5852631578,6651173.603157895,135.97528,0
13 48,612978.6284210526,6651174.601052632,135.86755,0
13 49,612978.6715789473,6651175.598947369,135.78258,0
13 50,612978.7147368421,6651176.5968421055,135.64183,0
13 51,612978.7578947368,6651177.594736842,135.46997,0
13 52,612978.8010526316,6651178.592631579,135.30391,0
13 53,612978.8442105263,6651179.590526316,135.20357,0
13 54,612978.8873684211,6651180.588421052,135.12776,0
13 55,612978.9305263157,6651181.586315789,135.05675,0
13 56,612978.9736842104,6651182.584210526,134.99438,0
13 57,612979.0168421052,6651183.582105263,134.90819,0
13 58,612979.0599999999,6651184.58,134.8671,0
